id_proyecto,titulo,precio_texto,precio_valor,tipo_moneda,ubicacion,caracteristicas,link,fecha_scraping
MLC-2413614912,,UF 2.490,2490.0,UF,"Catredral Con Paseo Puente, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",77 m² útiles,https://www.portalinmobiliario.com/MLC-2413614912-oficina-en-venta-en-santiago-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Da9cb3881-8c66-4517-a1ef-a31e0d1c2830,2024-10-30T18:37:24.253175
MLC-2338994388,,$ 749.000.000,749000000.0,$,"José Toribio Medina 71, Barrio Brasil, Santiago, RM (Metropolitana)",5 baños|677 m² útiles,https://www.portalinmobiliario.com/MLC-2338994388-edificio-pre-universita-venta-en-stgo-centro-con-dcto-18-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Da9cb3881-8c66-4517-a1ef-a31e0d1c2830,2024-10-30T18:37:24.510702
MLC-1530607025,,UF 8.500,8500.0,UF,"Sector Parque Forestal, Barrio Bellas Artes., Centro Histórico de Santiago, Santiago, RM (Metropolitana)",2 baños|204 m² útiles,https://www.portalinmobiliario.com/MLC-1530607025-oficina-en-venta-en-santiago-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Da9cb3881-8c66-4517-a1ef-a31e0d1c2830,2024-10-30T18:37:24.814124
MLC-1503065451,,UF 48,48.0,UF,"Miraflores/agustinas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",10 baños|1.180 m² útiles,https://www.portalinmobiliario.com/MLC-1503065451-oficina-en-venta-en-santiago-habilitada-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:27.846001
MLC-2746233966,,UF 7.200,7200.0,UF,,3 baños|198 m² útiles,https://www.portalinmobiliario.com/MLC-2746233966-agustinas-precioso-edificio-clasico-198-metros-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:28.204657
MLC-2681446218,,UF 5.690,5690.0,UF,"Valentín Letelier 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",3 baños|140 m² útiles,https://www.portalinmobiliario.com/MLC-2681446218-oficina-permite-giro-comercial-metro-moneda-edificio-clasico-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:28.497854
MLC-1523472323,,UF 79.848,79848.0,UF,,7 baños|1.996 m² útiles,https://www.portalinmobiliario.com/MLC-1523472323-oficina-en-venta-en-santiago-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:28.751400
MLC-1523472337,,UF 30.000,30000.0,UF,"Dieciocho, Parque Almagro, Santiago, RM (Metropolitana)",4 baños|705 m² útiles,https://www.portalinmobiliario.com/MLC-1523472337-oficina-en-venta-en-santiago-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:29.055406
MLC-2746208244,,UF 4.150,4150.0,UF,,2 baños|111 m² útiles,https://www.portalinmobiliario.com/MLC-2746208244-oficina-palacio-la-moneda-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:29.350400
MLC-1535365911,,UF 11.020,11020.0,UF,"Teatinos / Oportunidad / Palacio De La Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",12 baños|580 m² útiles,https://www.portalinmobiliario.com/MLC-1535365911-oficina-en-venta-en-santiago-teatinos-oportunidad-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:29.632945
